description,manufacturer,correct_code,correct_desc,form,amount,dosage
СИМЕТИКОН С ФЕНХЕЛЕМ N25 МЯГ ЖЕЛ КАПС,Эвалар ЗАО,46045,симетикон с фенхелем,капс,25,"0,31г"
ЛА-КРИ ШАМПУНЬ ДЛЯ СУХОЙ И ЧУВСТВИТЕЛЬНОЙ КОЖИ 250МЛ,Вертекс Акционерное Общество,46772,ла-кри д/сухой чувст кожи головы,флакон шампунь,1,250мл
"КАНИЗОН ПЛЮС 15,0 КРЕМ",Аджио Фармацевтикалз Лтд,17517,канизон плюс алюм,крем туба,1,15г
СИНОКРОМ ФОРТЕ 2% 2МЛ N1 ШПРИЦ,Croma Pharma GmbH,29702,синокром форте,,1,2мл
"МЕТИОНИН 0,25 N50 ТАБЛ П/О/АВВА РУС/",АВВА РУС ОАО,7271,метионин,табл п/плен/оболоч,50,250мг
"БИПРОЛ 0,005 N100 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Хемофарм,ООО",39087,бипрол,табл п/плен/оболоч,100,5мг
"ГИНЕПРИСТОН 0,01 N1 ТАБЛ",Обнинская химико-фармацевтическая компания ЗАО,18356,гинепристон,табл,1,10мг
АНГИОСЕПТ ГОТОВОЕ ПОЛОСКАНИЕ ТАЕЖНЫЙ 200МЛ,"Артлайф, ООО",45943,ангиосепт полоскан пол рта таежный,д/инг,1,200мл
"ГАНФОРТ 0,0003/МЛ+0,005/МЛ 0,4МЛ N30 КОНТЕЙНЕР КАПЛИ ГЛАЗ",Аллерган Фармасьютикэлз Айэрлэнд,46225,ганфорт д/конт,глаз капли,30,0.3мг/мл 5мг/мл 0.4мл
"МИКОЗОРАЛ 2% 15,0 МАЗЬ",Акрихин ХФК АО,15648,микозорал,мазь,1,2% 15г
"ВИЗМЕД ГИДРОГЕЛЬ ОФТАЛЬМОЛОГ 0,3МЛ N20 ТЮБ/КАП",TRB Chemedica AG,43418,визмед гидрогель офтальмологич,,20,"0,3мл"
АСЕПТА PARODONTAL РАСТВОР ДЛЯ ИРРИГАТОРА 250МЛ,Вертекс Акционерное Общество,46791,асепта ирригатора,д/инг флакон раствор,1,250мл
"ГИДРОКОРТИЗОН 1% 10,0 МАЗЬ /БИОХИМИК","Биохимик, ПАО",14301,гидрокортизон,мазь,1,1% 10г
"ФАРМАТЕКС 1,2% 72,0 КРЕМ",Лаборатории Шемино/Иннотера Шузи,1388,фарматекс дозатор,ваг крем,1,1.2% 72г
"МИКСТУРА ОТ КАШЛЯ СУХАЯ Д/ДЕТЕЙ 1,47 ПАК/ЛЮМИ",ЛЮМИ ООО,2719,микстура сух кашля д/д,от выпадения волос пак,1,1.47г
"ДИКЛОФЕНАК-АКОС 1% 30,0 МАЗЬ","Синтез АКОМПиИ,ОАО (""Синтез"" ОАО)",14305,диклофенак,мазь,1,1% 30г
РЕКОГНАН 1/4МЛ 4МЛ N5 АМП Р-Р В/В В/М,Альфа Вассерманн С.п.А./Герофарм ООО,44825,рекогнан,раствор амп в/м в/в,5,1000мг 4мл 4мл
CLEARASIL ГЕЛЬ ДЛЯ УМЫВАНИЯ 150МЛ,Рекитт Бенкизер,13442,clearasil д/умывания с увл комплексом,гель,1,150мл
КАФФЕТИН N12 ТАБЛ,Алкалоид АО,19908,каффетин новая упаковка,табл,12,
ГЛЮКОЗА 5% 500МЛ N10 Р-Р Д/ИНФ/ПЛАСТ,"Гематек, ООО",43979,глюкоза,флакон раствор д/инф,10,5% 500мл
МЯТЫ ПЕРЕЧНОЙ НАСТОЙКА 25 МЛ/ИНД/УП/ИФФ/,"Ивановская фармацевическая фабрика, ОАО",17893,мята перечная /,флакон инд/уп настойка,1,25мл
"ЭЛАДОН 0,08 N30 ТАБЛ ПРОЛОНГ П/ПЛЕНОЧ/ОБОЛОЧ",Вертекс Акционерное Общество,46729,эладон,табл п/плен/оболоч,30,80мг
"КЕТОПРОФЕН 2,5% 50,0 ГЕЛЬ/ТУБА/ОЗОН","ОЗОН,ООО",41104,кетопрофен,д/наруж д/мест гель туба,1,"2,5% 50г"
"МЕТОКЛОПРАМИД 0,01 N56 ТАБЛ ИНД/УП /RENEWAL/",Обновление ПФК  АО,47552,метоклопрамид,табл,56,10мг
911 ШАМПУНЬ РЕПЕЙНЫЙ ПРОТИВ ВЫПАДЕНИЯ ВОЛОС 150МЛ,"ТВИНС Тэк, АО",38353,911 репейный /выпад,п/плен/оболоч от выпадения волос шампунь,1,150мл
СКИПАР НАБОР ТЕРАПЕВТИЧЕСКИЙ ДЛЯ ПРИНЯТИЯ ВАНН НТВ-01 ЖЕЛТЫЕ 500МЛ,"БИОФАРМРУС, ООО",39733,скипар набор д/ванны на основе желтой скип эмульсии 05 л,,1,
"ВИЗАРСИН 0,1 N1 ТАБЛ П/ПЛЕН/ОБОЛОЧ","КРКА, д.д., Ново место, АО",39441,визарсин,табл п/плен/оболоч,1,100мг
"ОМНИК ОКАС 0,0004 N10 ТАБЛ С КОНТРОЛ ВЫСВОБ П/О",ЗиО-Здоровье ЗАО/ОРТАТ АО,46085,омник окас с контролир,табл п/плен/оболоч,10,0.4мг
РЕТИНОЛА АЦЕТАТ/ВИТАМИН А/ МЕЛИГЕН 3300МЕ N20 КАПС,"ФП Мелиген, ЗАО",47415,витамин а мелиген ретинола ацетат,капс,20,3300ме
"СКИН-КАП 0,2% 70,0 АЭРОЗОЛЬ Д/НАРУЖ",Ресифарм Паретс С.Л.,499,скин-кап наружнбал,аэроз дозир,1,0.2% 70г
"МЯТЫ ПЕРЕЧНОЙ ЛИСТ 1,5 N20 Ф/ПАК",Красногорсклексредства АО,13348,мята перечная листья ф/,п/плен/оболоч,20,1.5г
СТРУМЕЛЬ Т N50 ТАБЛ,Биологише Хайльмиттель Хеель ГмбХ,17593,струмель тмеоп,табл д/рассас,50,.г
"НАФТИЗИН 0,1% 10МЛ ФЛАК КАПЛИ НАЗАЛ+КРЫШ/КАП/АРМАВИР/","АРМАВИРСКАЯ БИОФАБРИКА, ФКП",7662,нафтизин,фл/кап капли,1,0.1% 10мл
"НИТРЕМЕД 0,01 N30 ТАБЛ",ПРО.МЕД.ЦС Прага а.о.,43533,нитремед,табл,30,10мг
"СИНГЛОН 0,005 N28 ЖЕВ ТАБЛ","Гедеон Рихтер Польша, ООО",37941,синглон,табл жев,28,5мг
"ЭКЗОДЕРИЛ 1% 15,0 КРЕМ/1+1/",Мерк КГаА и Ко/Сандоз ГмбХ,48705,экзодерил набор,крем туба,2,1% 15г
"ФИНАСТ 0,005 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Д-р Редди с Лабораторис Лтд,15514,финаст,табл п/плен/оболоч,30,5мг
ПРОБИФОР N10 КАПС,ПАРТНЕР ЗАО,14545,пробифор,капс,10,
"САЛОФАЛЬК 0,5 N30 СУПП РЕКТ",Вифор АГ/Др.Фальк Фарма ГмбХ.,22699,салофальк,рект супп,30,500мг
"АЦЕТИЛСАЛИЦИЛОВАЯ К-ТА 0,5 N20 ТАБЛ ИНД/УП /RENEWAL/",Обновление ПФК  АО,23193,ацетилсалициловая,табл к-та,20,500мг
"БИСОПРОЛОЛ 0,01 N50 ТАБЛ П/ПЛЕН/ОБОЛОЧ /ОЗОН","ОЗОН,ООО",40595,бисопролол,табл п/плен/оболоч инд/уп,50,10мг
СУСТАВИТ ФОРТЕ КРЕМ ДЛЯ ТЕЛА С АКТИВНЫМ ХОНДРОИТИНОМ И ГЛЮКОЗАМИНОМ 75МЛ,"КоролевФарм,ООО",15519,суставит форте д/тела,крем,1,75мл
"УРОЛИТ Р-Р 350,0МЛ ФЛАК","Витаукт-пром, ООО",42968,уролит,флакон раствор,1,350мл
"ПЛАНТАГЛЮЦИД 1,0 N25 ПАК ГРАНУЛЫ Д/СУСП Д/ПРИЕМА ВНУТРЬ","Вифитех, ЗАО",46106,плантаглюцид гран,д/вн/пр д/приг сусп,25,1г
"ЛИЗИНОПРИЛ 0,01 N20 ТАБЛ","ОЗОН,ООО",46572,лизиноприл,табл,20,10мг
"АЦИКЛОВИР 5% 10,0 МАЗЬ/ОЗОН/","ОЗОН,ООО",44096,ацикловир,д/наруж д/мест мазь,1,5% 10г
ИНФЛЮНЕТ N5 ПАК ПОР Д/Р-РА Д/ПРИЕМ ВНУТРЬ/ЛЕСНЫЕ ЯГОДЫ,ФармВилар НПО ООО,44474,инфлюнет лесные ягоды,д/вн/пр д/приг д/приг сусп раствора,5,5г
ДЕРМАТИКС ПОВЯЗКА СИЛИК 13Х25СМ /ТКАНЕВ,Био Мед Сайенсиз Инк,42550,дерматикс повязка силик 13х25 см ткань,,1,
"ЧАБРЕЦА ТРАВА 1,5 N20 Ф/ПАК",Красногорсклексредства АО,14484,чабрец трава ф/,п/плен/оболоч,20,1.5г
"ОРТАНОЛ 0,04 N28 КАПС",Лек Д.Д.,21896,ортанол,капс,28,40мг
МИРТИКАМ 100МЛ СИРОП,КАМЕЛИЯ НПП ООО,6572,миртикам гомеопат,сироп,1,100мл
"НАФТИЗИН 0,1% 15МЛ ФЛАК СПРЕЙ НАЗАЛ",ЛЕККО  ЗАО,37858,нафтизин №1,назал спрей,1,0.1% 15мл
"ЛИНКОМИЦИН-АКОС 2% 15,0 МАЗЬ","Синтез АКОМПиИ,ОАО (""Синтез"" ОАО)",13712,линкомицин-акос,мазь,1,2% 15г
АСКЛЕЗАН А ГЕЛЬ 75МЛ,"ВИС Косметикс, ООО",18138,асклезан а,гель,1,75мл
"ГЛИКЛАЗИД МВ 0,03 N60 ТАБЛ С МОДИФ ВЫСВОБ","ОЗОН,ООО",43565,гликлазид мв с модиф,табл,60,30мг
"МОКСОНИТЕКС 0,0004 N14 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Салютас Фарма ГмбХ,18358,моксонитекс,табл п/плен/оболоч,14,0.4мг
"ГЭВКАМЕН 25,0 МАЗЬ/БАНКА/ТУЛЬСКАЯ ФФ","Тульская фармацевтическая фабрика, ООО",43602,гэвкамен,мазь банка,1,25г
"ДИБАЗОЛ 0,01/МЛ 5МЛ N10 АМП Р-Р В/В В/М/БИОХИМИК","Биохимик, ПАО",14467,дибазол,раствор амп в/м в/в,10,1% 5мл
"АМОКСИЦИЛЛИН 0,5 N16 КАПС /БЗМП/","Барнаульский завод медпрепаратов,ООО",13926,амоксициллин,капс,16,500мг
РЕВИТ N100 ДРАЖЕ /МАРБИОФАРМ/,МАРБИОФАРМ ОАО,7896,ревит,драже,100,
L-ТИРОКСИН 100МКГ N50 ТАБЛ,"ОЗОН,ООО",19450,l-тироксин конт,табл инд/уп,50,0.1мг
ВАЛЕНТИНА ДИКУЛЯ БАЛЬЗАМ-ГЕЛЬ СПОРТИВНЫЙ 100МЛ,"КоролевФарм,ООО",40420,валентина дикуля - спортивный,гель бальзам,1,100мл
АЛГЕЛЬ ДЛЯ НОГ АНТИПЕРСПИРАНТ 75 МЛ,"Зеленая Дубрава, ЗАО",36075,алгель д/ног антиперс,гель туба,1,20мл
"ТОНЗИЛЛА КОМПОЗИТУМ 2,2МЛ N5 АМП",Биологише Хайльмиттель Хеель ГмбХ,20976,тонзилла композитум меоп,д/вн/пр д/мест раствор амп,5,.г
ВЕРОНА N60 КАПС,Хербион Пакистан Прайвет Лимитед,22594,верона,капс,60,
"АМЛОДИПИН 0,01 N30 ТАБЛ/АЛСИ","Алси Фарма, ЗАО",17834,амлодипин,табл,30,10мг
Д3ВИТ БЕБИ N30 КАПС,Мастер Фарм С.А. ОАО,41269,д3вит беби,капс,30,366мг
ПЕЛЕНКА LUXSAN BABY ВПИТЫВАЮЩИЕ С РИСУНКОМ 60Х90 N10,"Интертекс, ООО",22199,пеленки впитывающие luxsan baby 60х90 с рисунком,,10,
АЕВИТ N10 КАПС /МАРБИОФАРМ/,МАРБИОФАРМ ОАО,45784,аевит,капс,10,
"РЕДЕРМ 30,0 МАЗЬ",Вертекс Акционерное Общество,46815,редерм,д/наруж д/мест мазь,1,30г
"ПРОСТАТИЛЕН 0,05 N5 СУПП","ЦИТОМЕД МБНПК,ЗАО",37661,простатилен,рект супп,5,.50мг
AURA ВЛАЖНЫЕ САЛФЕТКИ АНТИБАКТЕРИАЛЬНЫЕ 15ШТ,Коттон Клаб ООО,28992,салфетки влажные aura family антибактериальныеарт7045,,15,
ДОППЕЛЬГЕРЦ ЭНЕРГОТОНИК Н 250МЛ,Квайссер Фарма ГмбХ и Ко.КГ,45925,доппельгерц энерготоник н эликсир,,1,250мл
ЙОД 5%-ЛЕККЕР  Р-Р СПИРТ 20МЛ ФЛАК С КИСТ.,"ЛЕККЕР, ООО",18208,йода-леккер полимерн кисть,флакон раствор,1,5% 20мл
"КРАСНАЯ ЩЕТКА 30,0",Эвалар ЗАО,33566,красная щетка корневища с корнями,,1,30г
"ДЕКСОНАЛ 0,025 N10 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Оболенское Фармацевтическое предприятие, АО",46032,дексонал,табл п/плен/оболоч,10,25мг
"ФОРМЕТИН 1,0 N60 ТАБЛ",Фармстандарт-Лексредства ОАО,40944,форметин,табл,60,1г
"ИНДАПАМИД 0,0025 N30 КАПС","ПРОИЗВОДСТВО МЕДИКАМЕНТОВ, ООО",12136,индапамид,капс,30,2.5мг
"МОДЭЛЛЬ 911 0,0015 N1 ТАБЛ",Лабораториос Леон Фарма С.А.,48777,модэлль 911,табл,1,"1,5мг"
"НОВОНОРМ 0,001 N30 ТАБЛ",Ново Нордиск А/С,12337,новонорм,табл,30,1мг
"КЕППРА 1,0 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ",ЮСБ Фарма С.А.,12978,кеппра,табл п/плен/оболоч,30,1000мг
"ФРИ-АЛ 0,005 N20 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Алси Фарма, ЗАО",46666,фри-ал,табл п/плен/оболоч,20,5мг
"КЛОПИКСОЛ-АКУФАЗ 0,05/МЛ 1МЛ N5 АМП Р-Р МАСЛЯН В/М",Х.Лундбек А/О,1070,клопиксол-акуфаз,раствор амп,5,1мл
"КАРДИЛОПИН 0,01 N30 ТАБЛ",Эгис Фармацевтический завод ЗАО,657,кардилопин,табл,30,10мг
"ЦЕЛЕКОКСИБ-ВИАЛ 0,2 N30 КАПС",Протекх Биосистемс Пвт.Лтд,48342,целекоксиб-виал,капс,30,200мг
"НИКОТИНОВАЯ К-ТА 0,01/МЛ 1МЛ N10 АМП Р-Р Д/ИН/НХФЗ/",Новосибхимфарм ОАО,45856,никотиновая,раствор для инъекций к-та амп,10,10мг/мл 1мл
"АВИАМАРИН 0,05 N10 ТАБЛ","Оболенское Фармацевтическое предприятие, ЗАО",40134,авиамарин,табл,10,50мг
"ЭФФЕКС СИЛДЕНАФИЛ 0,1N4 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Эвалар ЗАО,46619,эффекс силденафил,табл п/плен/оболоч,4,100мг
"ОКУЛОХЕЛЬ 0,45МЛ N15 ГЛ КАПЛИ ТЮБ/КАП",Биологише Хайльмиттель Хеель ГмбХ,14177,окулохель,тюб/кап глаз капли,15,0.45мл
"КАПТОПРИЛ-СТИ 0,05 N40 ТАБЛ",АВВА РУС ОАО,37164,каптоприл-сти,табл,40,50мг
"ГЕПАРИН 1000МЕ/Г 30,0 ГЕЛЬ Д/НАРУЖ ПРИМ/ТАТХИМФАРМ",Татхимфармпрепараты ОАО,45065,гепарин г,д/наруж д/мест гель туба,1,1000ме 30г
"РЕГЕЦИН ГЕЛЬ 15,0","Дионис СПб, ООО",6775,регецин против угревой сыпи,гель туба,1,15г
"КАРДИОЛИП 0,01 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Алси Фарма, АО",46920,кардиолип,табл п/плен/оболоч,30,10мг
"ДИАЗОЛИН 0,05 N10 ДРАЖЕ","Валента Фармацевтика,ОАО",5170,диазолин,драже,10,50мг
"ДЕКСАМЕТАЗОН-ВИАЛ 0,004/МЛ 1МЛ N25 АМП Р-Р Д/ИН",Си Эс Пи Си Оуи Фармасьютикал Ко.Лтд.,21165,дексаметазон-виал,раствор для инъекций амп,25,4мг/мл 1мл
КОФИЦИЛ-ПЛЮС N10 ТАБЛ,Фармстандарт-Лексредства ОАО,1450,кофицил-плюс,табл,10,
АДЖИСЕПТ ЛИМОН N12 ТАБЛ Д/РАССАС  Д/ДЕТЕЙ,Аджио Фармацевтикалз Лтд,42072,аджисепт /лимон/ с 5 лет,табл д/дет д/рассас,12,
"ВАЛОКОРДИН-ДОКСИЛАМИН 0,025/МЛ 20МЛ ФЛАК/КАП",Кревель Мойзельбах ГмбХ,37744,валокордин-доксиламин,д/вн/пр д/мест флакон капли,1,25мг/мл 20мл
"ПАНЦЕФ 0,4 N6 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Алкалоид АО,20219,панцеф,табл п/плен/оболоч блистер,6,400мг
КОНТРАКТУБЕКС ПЛАСТЫРЬ ПРОЛОНГ ДЕЙСТВИЯ 12/3СМ N21ШТ,Мерц Фармасьютикалс ГмбХ,42912,контрактубекс пластырь действия,,21,
"МЕРТЕНИЛ 0,005 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Гедеон Рихтер - Рус ЗАО,18076,мертенил,табл п/плен/оболоч,30,5мг
"ОРВИС БРОНХО 0,0075/МЛ 100МЛ Р-Р Д/ПРИЕМ ВНУТРЬ И ИНГ",Эвалар ЗАО,46044,орвис бронхо д/ ингл,д/вн/пр д/мест раствор,1,"7,5мг/мл 100мл"
СКИН-КАП ГЕЛЬ ДЛЯ ДУША 150МЛ,CHEMIGROUP FRANCE,19523,скин-кап д/душа,гель,1,150мл
